ID interactor A	ID interactor B	Alt. ID interactor A	Alt. ID interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)	Processing Status		
DIP-3970N|refseq:NP_013764|uniprotkb:Q04660	DIP-5116N|refseq:NP_116684|uniprotkb:Q00684	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:11805837|pubmed:DIP-1767S|pubmed:11805837|pubmed:DIP-1767S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-12005E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-3970N|refseq:NP_013764|uniprotkb:Q04660	DIP-6604N|refseq:NP_012053|uniprotkb:P38720	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:11805837|pubmed:DIP-1767S|pubmed:11805837|pubmed:DIP-1767S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-12007E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-4396N|refseq:NP_014017|uniprotkb:Q03532	DIP-3970N|refseq:NP_013764|uniprotkb:Q04660	 -	-	-	-	MI:0676(tandem affinity purification)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:11805826|pubmed:DIP-1768S|pubmed:11805837|pubmed:DIP-1767S|pubmed:11805837|pubmed:DIP-1767S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-12008E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-3970N|refseq:NP_013764|uniprotkb:Q04660	DIP-5182N|refseq:NP_010629|uniprotkb:P39004	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:11805837|pubmed:DIP-1767S|pubmed:11805837|pubmed:DIP-1767S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-12009E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-6401N|refseq:NP_010474|uniprotkb:P39079	DIP-3970N|refseq:NP_013764|uniprotkb:Q04660	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:11805837|pubmed:DIP-1767S|pubmed:11805837|pubmed:DIP-1767S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-12004E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-2098N|refseq:NP_012063|uniprotkb:P38879	DIP-3970N|refseq:NP_013764|uniprotkb:Q04660	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:11805837|pubmed:DIP-1767S|pubmed:11805837|pubmed:DIP-1767S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-12006E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-6407N|refseq:NP_013473|uniprotkb:Q05931	DIP-3970N|refseq:NP_013764|uniprotkb:Q04660	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:11805837|pubmed:DIP-1767S|pubmed:11805837|pubmed:DIP-1767S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-12019E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-5395N|refseq:NP_015341|uniprotkb:Q12522	DIP-3970N|refseq:NP_013764|uniprotkb:Q04660	 -	-	-	-	MI:0676(tandem affinity purification)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:11805826|pubmed:DIP-1768S|pubmed:11805837|pubmed:DIP-1767S|pubmed:11805837|pubmed:DIP-1767S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-12020E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-6593N|refseq:NP_013124|uniprotkb:Q07963	DIP-3970N|refseq:NP_013764|uniprotkb:Q04660	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:11805837|pubmed:DIP-1767S|pubmed:11805837|pubmed:DIP-1767S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-12021E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-6415N|refseq:NP_011404|uniprotkb:P53136	DIP-3970N|refseq:NP_013764|uniprotkb:Q04660	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0676(tandem affinity purification)	-	pubmed:11805837|pubmed:DIP-1767S|pubmed:11805837|pubmed:DIP-1767S|pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-12023E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-3970N|refseq:NP_013764|uniprotkb:Q04660	DIP-2212N|refseq:NP_011269|uniprotkb:P46655	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:11805837|pubmed:DIP-1767S|pubmed:11805837|pubmed:DIP-1767S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-12024E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-4559N|refseq:NP_014849|uniprotkb:P39744	DIP-3970N|refseq:NP_013764|uniprotkb:Q04660	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0676(tandem affinity purification)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:11805837|pubmed:DIP-1767S|pubmed:11805826|pubmed:DIP-1768S|pubmed:11805837|pubmed:DIP-1767S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-12026E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-3970N|refseq:NP_013764|uniprotkb:Q04660	DIP-6484N|refseq:NP_014915|uniprotkb:Q12024	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:11805837|pubmed:DIP-1767S|pubmed:11805837|pubmed:DIP-1767S|pubmed:11805837|pubmed:DIP-1767S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-12027E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-6317N|refseq:NP_014565|uniprotkb:Q08235	DIP-3970N|refseq:NP_013764|uniprotkb:Q04660	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0676(tandem affinity purification)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:11805837|pubmed:DIP-1767S|pubmed:11805826|pubmed:DIP-1768S|pubmed:11805837|pubmed:DIP-1767S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-12028E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-3970N|refseq:NP_013764|uniprotkb:Q04660	DIP-6507N|refseq:NP_012749|uniprotkb:P36049	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:11805837|pubmed:DIP-1767S|pubmed:11805837|pubmed:DIP-1767S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-12029E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-6384N|refseq:NP_013403|uniprotkb:P23776	DIP-3970N|refseq:NP_013764|uniprotkb:Q04660	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:11805837|pubmed:DIP-1767S|pubmed:11805837|pubmed:DIP-1767S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-12030E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-909N|refseq:NP_013554|uniprotkb:Q06205	DIP-3970N|refseq:NP_013764|uniprotkb:Q04660	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:11805837|pubmed:DIP-1767S|pubmed:11805837|pubmed:DIP-1767S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-12031E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-3970N|refseq:NP_013764|uniprotkb:Q04660	DIP-6488N|refseq:NP_014338|uniprotkb:P40991	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:11805837|pubmed:DIP-1767S|pubmed:11805826|pubmed:DIP-1768S|pubmed:11805826|pubmed:DIP-1768S|pubmed:11805837|pubmed:DIP-1767S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-12032E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-3970N|refseq:NP_013764|uniprotkb:Q04660	DIP-6378N|refseq:NP_011492|uniprotkb:P53191	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:11805837|pubmed:DIP-1767S|pubmed:11805837|pubmed:DIP-1767S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-12033E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-5635N|refseq:NP_015065|uniprotkb:Q08975	DIP-3970N|refseq:NP_013764|uniprotkb:Q04660	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:11805837|pubmed:DIP-1767S|pubmed:11805837|pubmed:DIP-1767S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-12035E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-3970N|refseq:NP_013764|uniprotkb:Q04660	DIP-1264N|refseq:NP_010700|uniprotkb:Q04031	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:11805837|pubmed:DIP-1767S|pubmed:11805837|pubmed:DIP-1767S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-12036E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-6555N|refseq:NP_010917|uniprotkb:P40007	DIP-3970N|refseq:NP_013764|uniprotkb:Q04660	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:11805837|pubmed:DIP-1767S|pubmed:11805837|pubmed:DIP-1767S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-12037E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-6491N|refseq:NP_011919|uniprotkb:P38779	DIP-3970N|refseq:NP_013764|uniprotkb:Q04660	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:11805837|pubmed:DIP-1767S|pubmed:11805837|pubmed:DIP-1767S|pubmed:11805837|pubmed:DIP-1767S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-12039E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-3970N|refseq:NP_013764|uniprotkb:Q04660	DIP-4741N|refseq:NP_014289|uniprotkb:P53927	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:11805837|pubmed:DIP-1767S|pubmed:11805837|pubmed:DIP-1767S|pubmed:11805826|pubmed:DIP-1768S|pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-12040E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-967N|refseq:NP_014375|uniprotkb:P53971	DIP-1263N|refseq:NP_014264|uniprotkb:P20081	 -	-	-	-	MI:0676(tandem affinity purification)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:11805826|pubmed:DIP-1768S|pubmed:11805837|pubmed:DIP-1767S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-12074E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-6267N|refseq:NP_009385|uniprotkb:P31374	DIP-6430N|refseq:NP_014597|uniprotkb:Q08217	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:11805837|pubmed:DIP-1767S|pubmed:11805837|pubmed:DIP-1767S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-12134E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-2561N|refseq:NP_010942|uniprotkb:P32481	DIP-1886N|refseq:NP_013316|uniprotkb:Q05791	 -	-	-	-	MI:0018(two hybrid)|MI:0071(molecular sieving)|MI:0007(anti tag coimmunoprecipitation)|MI:0065(isothermal titration calorimetry)|MI:0018(two hybrid)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:26211610|pubmed:DIP-17871S|pubmed:26211610|pubmed:DIP-17871S|pubmed:26211610|pubmed:DIP-17871S|pubmed:26211610|pubmed:DIP-17871S|pubmed:26211610|pubmed:DIP-17871S|pubmed:11805837|pubmed:DIP-1767S|pubmed:26211610|pubmed:DIP-17871S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-12143E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0005(high throughput)|dip:0004(small scale)		-
DIP-3801N|refseq:NP_014732|uniprotkb:P36017	DIP-785N|refseq:NP_011062|uniprotkb:P39958	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:11805837|pubmed:DIP-1767S|pubmed:11805837|pubmed:DIP-1767S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-12185E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-2022N|refseq:NP_010948|uniprotkb:P38555	DIP-785N|refseq:NP_011062|uniprotkb:P39958	 -	-	-	-	MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:11805826|pubmed:DIP-1768S|pubmed:11805826|pubmed:DIP-1768S|pubmed:11805837|pubmed:DIP-1767S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-12187E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-6597N|refseq:NP_011305|uniprotkb:P51996	DIP-785N|refseq:NP_011062|uniprotkb:P39958	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:11805837|pubmed:DIP-1767S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-12188E	dip-quality-status:core	dip:0005(high throughput)		-
DIP-785N|refseq:NP_011062|uniprotkb:P39958	DIP-2121N|refseq:NP_012939|uniprotkb:P36018	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0676(tandem affinity purification)	-	pubmed:11805837|pubmed:DIP-1767S|pubmed:11805826|pubmed:DIP-1768S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-12189E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-785N|refseq:NP_011062|uniprotkb:P39958	DIP-5577N|refseq:NP_013363|uniprotkb:Q99260	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:11805837|pubmed:DIP-1767S|pubmed:11805837|pubmed:DIP-1767S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-12190E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-2561N|refseq:NP_010942|uniprotkb:P32481	DIP-1328N|refseq:NP_012951|uniprotkb:P14741	 -	-	-	-	MI:0676(tandem affinity purification)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:11805826|pubmed:DIP-1768S|pubmed:11805837|pubmed:DIP-1767S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-12163E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-710N|refseq:NP_011768|uniprotkb:Q03330	DIP-981N|refseq:NP_011403|uniprotkb:P53040	 -	-	-	-	MI:0676(tandem affinity purification)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:11805826|pubmed:DIP-1768S|pubmed:11805837|pubmed:DIP-1767S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-12180E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-785N|refseq:NP_011062|uniprotkb:P39958	DIP-4954N|refseq:NP_009823|uniprotkb:P38146	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:11805837|pubmed:DIP-1767S|pubmed:11805837|pubmed:DIP-1767S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-12186E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-1336N|refseq:NP_011059|uniprotkb:P32598	DIP-2467N|refseq:NP_010587|uniprotkb:Q06632	 -	-	-	-	MI:0676(tandem affinity purification)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:11805826|pubmed:DIP-1768S|pubmed:11805837|pubmed:DIP-1767S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-12197E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-5442N|refseq:NP_116658|uniprotkb:P43587	DIP-1336N|refseq:NP_011059|uniprotkb:P32598	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:11805837|pubmed:DIP-1767S|pubmed:11805837|pubmed:DIP-1767S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-12213E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-6547N|refseq:NP_014870|uniprotkb:Q12276	DIP-1336N|refseq:NP_011059|uniprotkb:P32598	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:11805837|pubmed:DIP-1767S|pubmed:11805837|pubmed:DIP-1767S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-12217E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-6355N|refseq:NP_010724|uniprotkb:P33329	DIP-2349N|refseq:NP_014042|uniprotkb:P41818	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:11805837|pubmed:DIP-1767S|pubmed:11805837|pubmed:DIP-1767S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-12220E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-747N|refseq:NP_013396|uniprotkb:P32835	DIP-2509N|refseq:NP_013962|uniprotkb:P11745	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:11805837|pubmed:DIP-1767S|pubmed:11805837|pubmed:DIP-1767S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-12241E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)		-
